,Ram,Weight,Price,Gaming,Netbook,Notebook,Ultrabook,Workstation,Intel,Nvidia,Mac,Windows
320,8,1.48,11.13950771057468,0,0,1,0,0,1,0,0,1
321,4,2.79,10.35398720988372,0,0,1,0,0,0,1,0,1
322,8,2.0,10.97315700921406,0,0,1,0,0,1,0,0,1
323,8,2.1,10.780175546294757,0,0,1,0,0,1,0,0,1
324,8,2.2,10.46628456073464,0,0,1,0,0,0,0,0,1
325,4,1.44,9.652314828500415,0,0,1,0,0,1,0,0,1
326,6,2.23,10.283659467741664,0,0,1,0,0,1,0,0,1
327,8,1.7,10.93201122675303,0,0,0,1,0,0,1,0,1
328,8,1.26,11.172247597066484,0,0,0,1,0,1,0,0,1
329,32,2.06,11.853716362735458,0,0,1,0,0,0,1,0,1
330,8,2.7,11.064804181259648,1,0,0,0,0,0,1,0,1
331,8,2.0,10.82462730886559,0,0,1,0,0,1,0,0,1
332,8,2.0,11.171498252707703,0,0,1,0,0,1,0,0,1
333,4,1.85,10.082583913974387,0,0,1,0,0,1,0,0,1
334,8,2.5,10.882315804880689,1,0,0,0,0,0,1,0,1
335,8,1.48,11.120757161229305,0,0,1,0,0,1,0,0,1
336,8,1.9,10.931153634628432,0,0,0,1,0,0,1,0,1
337,8,1.84,11.017847198171877,0,0,1,0,0,1,0,0,1
338,4,2.0,9.592295759601168,0,0,1,0,0,1,0,0,0
339,8,2.0,11.016753943443987,0,0,1,0,0,0,1,0,1
340,4,2.2,9.591968421403331,0,0,1,0,0,1,0,0,0
341,12,2.2,10.776844060703754,0,0,1,0,0,0,0,0,1
342,8,2.1,10.54924119319278,0,0,1,0,0,0,1,0,1
343,16,1.4,11.624777346052769,0,0,0,0,0,1,0,0,1
344,8,1.2,11.340108040487776,0,0,0,1,0,1,0,0,1
345,16,2.4,11.004648590381796,1,0,0,0,0,0,1,0,1
346,2,1.44,9.6067728080535,0,0,1,0,0,1,0,0,1
347,16,1.88,11.358282600039752,0,0,0,1,0,1,0,0,1
348,4,1.5,9.902487052202543,0,0,0,0,0,1,0,0,1
349,8,1.9,10.472336016417996,0,0,0,1,0,0,0,0,1
350,16,2.06,11.590080353983309,0,0,1,0,0,0,1,0,1
351,8,1.84,11.148752768718731,0,0,1,0,0,1,0,0,1
352,8,2.7,11.226196538130814,1,0,0,0,0,0,1,0,1
353,8,2.6,11.436206670969892,0,0,0,0,1,0,1,0,1
354,16,2.4,11.221929106334594,0,0,1,0,0,0,1,0,1
355,8,2.02,10.853784502608232,0,0,1,0,0,0,0,0,1
356,4,2.2,9.750081515393676,0,0,1,0,0,1,0,0,0
357,8,2.65,10.882315804880689,1,0,0,0,0,0,1,0,1
358,8,2.36,10.298790318518323,0,0,1,0,0,1,0,0,1
359,8,1.36,11.23889064370897,0,0,1,0,0,1,0,0,1
360,4,1.86,10.060060439307303,0,0,1,0,0,1,0,0,1
361,8,2.0,10.826745953725876,0,0,1,0,0,1,0,0,1
362,6,2.8,10.55342238395318,0,0,1,0,0,0,1,0,1
363,8,1.86,10.435465480609668,0,0,1,0,0,1,0,0,1
364,8,2.2,10.188167121983652,0,0,1,0,0,0,1,0,0
365,8,2.04,9.93914036985058,0,0,1,0,0,1,0,0,1
366,8,2.8,10.964896292206694,0,0,1,0,0,0,0,0,1
367,8,2.4,10.671359943290623,1,0,0,0,0,0,1,0,0
368,8,2.33,10.776844060703754,0,0,1,0,0,0,0,0,1
369,8,1.36,11.442932093149691,0,0,0,1,0,1,0,0,1
370,12,2.26,10.977716980635757,0,0,0,0,0,0,1,0,1
371,4,2.1,10.030000372501505,0,0,1,0,0,0,0,0,1
372,16,3.25,11.671319016786894,1,0,0,0,0,0,0,0,1
373,4,2.6,10.167923515707006,0,0,1,0,0,0,0,0,1
374,8,1.62,10.742915658911176,0,0,0,0,0,1,0,0,1
375,4,1.91,10.167903065600154,0,0,1,0,0,0,0,0,1
376,4,1.59,10.290919027754468,0,1,0,0,0,1,0,0,1
377,4,1.8,9.70890230312988,0,0,1,0,0,1,0,0,1
378,4,1.5,9.631552837051986,0,0,1,0,0,1,0,0,1
379,8,2.4,10.716080385838357,0,0,1,0,0,0,1,0,0
380,8,3.35,11.058109595587434,1,0,0,0,0,0,1,0,1
381,4,1.85,9.975737513942136,0,0,1,0,0,1,0,0,0
382,8,2.3,11.387117314043296,1,0,0,0,0,0,1,0,1
383,8,1.5,10.977716980635757,0,0,1,0,0,0,1,0,1
384,16,1.1,11.44230332408728,0,0,0,1,0,1,0,0,1
385,8,1.13,11.708368556654154,0,0,0,1,0,1,0,0,1
386,4,1.5,10.283659467741664,0,0,1,0,0,1,0,0,1
387,8,2.23,11.197396851520583,0,0,0,0,1,0,0,0,1
388,8,2.0,11.64178295189486,0,0,0,0,1,0,1,0,1
389,16,1.42,11.803200572598556,0,0,0,0,0,1,0,0,1
390,8,3.0,10.921575017331362,1,0,0,0,0,0,1,0,1
391,16,3.0,11.34767905456992,1,0,0,0,0,0,1,0,1
392,12,2.2,10.518018577413224,0,0,1,0,0,0,1,0,1
393,8,2.7,11.18267988243989,1,0,0,0,0,0,1,0,1
394,8,2.33,10.633405177560588,0,0,1,0,0,0,0,0,0
395,4,1.91,10.188167121983652,0,0,0,1,0,0,0,0,1
396,8,2.1,11.08997268702302,0,0,1,0,0,0,0,0,1
397,8,1.9,10.81931097523836,0,0,1,0,0,1,0,0,1
398,8,1.78,11.88100267529242,0,0,0,0,1,0,1,0,1
399,16,1.13,11.84839720125786,0,0,0,1,0,1,0,0,1
400,4,2.2,9.699146128184514,0,0,1,0,0,1,0,0,1
401,16,2.9,11.307930232161196,1,0,0,0,0,0,1,0,1
402,8,2.1,11.018284165624754,0,0,1,0,0,0,0,0,1
403,8,2.5,10.754345923917311,0,0,1,0,0,0,1,0,0
404,16,2.8,11.69380197819145,1,0,0,0,0,0,1,0,1
405,8,1.1,11.510857728676225,0,0,0,1,0,1,0,0,1
406,16,1.2,11.44121633636619,0,0,0,1,0,1,0,0,1
407,8,1.36,11.402110098629436,0,0,0,1,0,1,0,0,1
408,4,2.2,9.989276182274937,0,0,1,0,0,1,0,0,1
409,2,1.15,9.694067896286716,0,0,1,0,0,1,0,0,1
410,8,2.67,11.53824227295402,0,0,0,0,1,0,1,0,1
411,8,1.7,11.547549475609571,0,0,0,1,0,0,1,0,1
412,4,2.1,10.126163794678414,0,0,1,0,0,0,0,0,1
413,8,1.6,10.64634002126892,0,0,0,0,0,1,0,0,1
414,8,1.27,10.808592759018332,0,0,0,0,0,1,0,0,1
415,4,2.3,10.37065566550255,0,0,1,0,0,0,0,0,0
416,4,1.65,10.510802297245792,0,0,1,0,0,1,0,0,1
417,8,1.43,11.288781413322436,0,0,0,1,0,1,0,0,1
418,8,2.14,10.267037568910904,0,0,1,0,0,1,0,0,1
419,8,1.75,11.078373090310093,0,0,0,1,0,0,0,0,1
420,16,2.0,11.52464373704442,0,0,0,0,0,0,1,0,1
421,6,1.4,10.082583913974387,0,0,1,0,0,1,0,0,1
422,8,2.31,11.23889064370897,0,0,1,0,0,1,0,0,1
423,8,2.3,10.367478139624737,0,0,1,0,0,0,1,0,0
424,16,4.42,11.912578515747589,1,0,0,0,0,0,1,0,1
425,8,2.62,11.030873869571886,1,0,0,0,0,0,1,0,1
426,8,2.02,11.016447617817454,0,0,1,0,0,0,0,0,1
427,8,1.6,10.977716980635757,0,0,0,1,0,1,0,0,0
428,12,3.35,11.575963360732532,1,0,0,0,0,0,1,0,1
429,4,1.16,9.67600459962282,0,0,0,0,0,1,0,0,1
430,4,1.15,9.570272405833974,0,1,0,0,0,1,0,0,0
431,8,1.4,10.89326663606744,0,0,1,0,0,1,0,0,1
432,4,1.7,10.370822624347584,0,0,1,0,0,1,0,0,1
433,16,2.3,11.777361428141106,0,0,0,0,1,0,1,0,1
434,16,2.5,11.7789960831843,0,0,1,0,0,0,1,0,1
435,8,3.2,11.410999046046683,1,0,0,0,0,0,0,0,1
436,4,2.1,9.824885806178992,0,0,1,0,0,1,0,0,1
437,16,1.1,11.671319016786894,0,0,0,1,0,1,0,0,0
438,24,1.32,11.75125677614738,0,0,0,1,0,1,0,0,1
439,4,2.0,10.301710499387234,0,0,1,0,0,1,0,0,0
440,8,2.8,10.227464909398025,0,0,1,0,0,0,0,0,1
441,4,2.2,10.594300009749354,0,0,1,0,0,0,0,0,1
442,8,1.36,11.240291204162,0,0,0,1,0,1,0,0,1
443,4,2.2,9.83063294843456,0,0,1,0,0,1,0,0,1
444,8,2.2,10.977716980635757,1,0,0,0,0,0,1,0,1
445,8,1.64,11.047982926769505,0,0,1,0,0,0,1,0,1
446,4,2.4,10.066418317218153,0,0,1,0,0,1,0,0,0
447,8,2.23,11.572957346444928,0,0,0,0,1,0,1,0,1
448,8,2.2,10.910678521970082,1,0,0,0,0,0,1,0,1
449,16,1.25,11.83458800598367,0,0,0,1,0,1,0,0,1
450,8,1.91,10.35398720988372,0,0,1,0,0,1,0,0,1
451,16,2.17,11.563884703567355,0,0,0,0,1,0,1,0,1
452,8,2.31,11.311195008159336,0,0,0,0,1,1,0,0,1
453,8,1.65,11.179710318268071,0,0,1,0,0,1,0,0,1
454,8,2.36,10.862092668762644,0,0,1,0,0,0,0,0,1
455,4,1.47,10.147261623643049,0,0,0,0,0,1,0,0,1
456,8,4.42,11.599202972743706,0,0,1,0,0,0,1,0,1
457,4,1.252,10.872255357854844,0,0,0,1,0,1,0,0,1
458,8,1.25,11.470547260182666,0,0,0,1,0,1,0,0,1
459,8,2.5,10.436872940377548,0,0,1,0,0,1,0,0,1
460,4,2.23,10.274510273088076,0,0,1,0,0,0,1,0,1
461,4,1.4,10.050907057320815,0,1,0,0,0,1,0,0,1
462,8,2.37,10.594300009749354,0,0,1,0,0,1,0,0,1
463,8,1.5,10.658921971998408,0,0,1,0,0,0,0,0,0
464,8,2.67,11.62048037119099,0,0,1,0,0,0,1,0,1
465,4,2.0,9.692588727638356,0,0,1,0,0,1,0,0,1
466,4,2.2,10.126163794678414,0,0,1,0,0,0,1,0,1
467,8,2.02,10.607562803627763,0,0,1,0,0,0,0,0,1
468,12,3.78,11.413356147904066,1,0,0,0,0,0,1,0,1
469,12,1.4,11.502816945605918,0,0,0,1,0,1,0,0,1
470,8,1.29,11.575963360732532,0,0,0,0,0,1,0,0,1
471,8,1.9,11.026550473300178,0,0,1,0,0,0,0,0,1
472,8,1.1,11.12626248382466,0,0,0,1,0,1,0,0,0
473,8,1.42,11.494086806506765,0,0,0,1,0,1,0,0,1
474,12,2.06,11.144911042902732,0,0,1,0,0,1,0,0,1
475,8,1.79,10.58221121243035,0,0,1,0,0,1,0,0,1
476,8,1.78,11.762112832660844,0,0,0,0,1,0,1,0,1
477,8,1.7,11.19373786463554,0,0,1,0,0,1,0,0,1
478,8,2.2,10.490273717104664,0,0,1,0,0,0,0,0,1
479,8,1.05,11.39733681987678,0,0,1,0,0,1,0,0,1
480,8,2.16,11.116014069333293,0,0,1,0,0,0,1,0,1
481,4,2.18,10.349904182775484,0,0,1,0,0,1,0,0,1
482,4,1.49,10.56311104105693,0,0,1,0,0,1,0,0,1
483,4,1.89,9.49261223560568,0,0,1,0,0,1,0,0,1
484,4,2.3,10.312386757378574,0,0,1,0,0,1,0,0,1
485,8,1.75,10.931153634628432,0,0,1,0,0,1,0,0,1
486,16,2.17,11.732612168264149,0,0,0,0,1,0,1,0,1
487,16,2.06,11.52464373704442,0,0,1,0,0,0,1,0,1
488,16,1.36,11.4699912412637,0,0,0,1,0,1,0,0,1
489,16,0.91,11.551145677789926,0,0,0,1,0,1,0,0,1
490,8,2.3,10.895234994607796,0,0,1,0,0,0,1,0,1
491,32,1.05,11.912578515747589,0,0,0,1,0,1,0,0,1
492,8,1.99,11.18342089766461,1,0,0,0,0,0,1,0,1
493,8,2.2,10.336863503805128,0,0,1,0,0,0,0,0,1
494,24,4.33,11.12154549394652,1,0,0,0,0,0,1,0,1
495,8,1.3,10.977716980635757,0,0,0,1,0,1,0,0,1
496,8,2.17,10.776732819811487,0,0,1,0,0,1,0,0,1
497,8,1.48,11.442360501250736,0,0,1,0,0,1,0,0,1
498,8,1.4,10.83096982484206,0,0,1,0,0,1,0,0,1
499,8,2.3,10.790103923492092,0,0,1,0,0,1,0,0,1
500,4,1.2,9.80450664384234,0,1,0,0,0,1,0,0,1
501,8,1.91,10.403650143697382,0,0,1,0,0,0,0,0,1
502,8,1.4,11.352694739066088,0,0,0,0,0,1,0,0,1
503,4,2.1,9.67600459962282,0,0,1,0,0,1,0,0,1
504,4,1.25,9.555290852218356,0,1,0,0,0,1,0,0,0
505,8,1.44,10.83096982484206,0,0,1,0,0,1,0,0,1
506,8,2.0,11.085440489304403,0,0,1,0,0,1,0,0,1
507,4,2.2,10.393925962168344,0,0,1,0,0,0,1,0,1
508,8,1.34,11.16321819034709,0,0,0,1,0,1,0,0,1
509,8,2.4,11.02220830408089,1,0,0,0,0,0,1,0,0
510,8,1.29,10.776844060703754,0,0,0,1,0,1,0,0,1
511,4,2.2,10.435465480609668,0,0,1,0,0,0,1,0,1
512,8,2.18,10.704189639316835,0,0,1,0,0,1,0,0,1
513,16,2.2,11.081544019025282,0,0,1,0,0,0,0,0,1
514,16,1.95,11.219752826912,0,0,1,0,0,0,1,0,0
515,2,1.1,9.47681923677686,0,1,0,0,0,1,0,0,1
516,4,2.04,10.232212772652003,0,0,1,0,0,1,0,0,1
517,24,2.24,11.971204630519404,1,0,0,0,0,0,1,0,1
518,8,2.04,10.765658261746038,0,0,1,0,0,0,1,0,1
519,16,3.0,11.291444530741918,1,0,0,0,0,0,1,0,1
520,8,3.2,11.219074000897615,1,0,0,0,0,0,1,0,1
521,8,1.32,11.219074000897615,0,0,0,1,0,1,0,0,1
522,8,1.64,11.129965423395353,0,0,1,0,0,1,0,0,1
523,4,1.63,10.510802297245792,0,0,1,0,0,1,0,0,1
524,8,2.8,10.765658261746038,0,0,1,0,0,0,0,0,0
525,8,2.02,11.17598591917709,0,0,1,0,0,1,0,0,1
526,4,2.2,10.658921971998408,0,0,1,0,0,0,1,0,1
527,8,2.2,10.104611236292678,0,0,1,0,0,0,1,0,0
528,4,2.3,10.34717287346399,0,0,1,0,0,0,0,0,1
529,8,1.9,11.203223524960787,0,0,1,0,0,1,0,0,1
530,16,4.42,11.98617622657084,1,0,0,0,0,0,1,0,1
531,8,2.0,10.732493415479688,0,0,1,0,0,1,0,0,1
532,8,2.0,11.144911042902732,0,0,1,0,0,0,1,0,1
533,4,1.2,9.88635767027266,0,0,1,0,0,1,0,0,1
534,8,2.3,11.383485348791732,1,0,0,0,0,0,1,0,1
535,8,1.93,11.197396851520583,0,0,1,0,0,0,1,0,1
536,8,2.2,10.656930001858216,0,0,1,0,0,0,0,0,1
537,4,1.86,9.964497380151284,0,0,1,0,0,1,0,0,1
538,12,2.62,11.470547260182666,1,0,0,0,0,0,1,0,1
539,8,1.87,10.73132994821639,0,0,1,0,0,0,1,0,1
540,8,1.2,11.219074000897615,0,0,0,1,0,1,0,0,1
541,4,1.6,10.576614498925236,0,0,1,0,0,1,0,0,1
542,8,1.34,11.018720942220474,0,0,0,1,0,1,0,0,1
543,8,2.4,10.657669623681942,1,0,0,0,0,0,1,0,0
544,4,2.0,9.83063294843456,0,0,1,0,0,0,0,0,1
545,4,2.1,10.534467797525002,0,0,1,0,0,1,0,0,1
546,4,1.87,10.641244744014545,0,0,1,0,0,1,0,0,1
547,4,2.15,10.11188320625578,0,0,1,0,0,1,0,0,0
548,4,1.86,9.959497306919324,0,0,1,0,0,1,0,0,1
549,8,1.99,11.430859511915424,0,0,1,0,0,1,0,0,1
550,4,2.2,10.188167121983652,0,0,1,0,0,1,0,0,1
551,8,1.9,10.993953872709785,0,0,1,0,0,1,0,0,1
552,16,4.42,11.876197639250138,1,0,0,0,0,0,1,0,1
553,8,2.65,10.274785970374204,0,0,1,0,0,1,0,0,1
554,8,2.63,11.130176383145796,0,0,1,0,0,0,1,0,1
555,4,2.0,9.387207078087174,0,0,1,0,0,1,0,0,0
556,4,1.35,9.51682457139056,0,0,1,0,0,1,0,0,1
557,6,2.8,10.83096982484206,0,0,1,0,0,0,1,0,1
558,6,1.91,10.319265697988737,0,0,1,0,0,0,0,0,1
559,4,2.18,10.401887658299067,0,0,1,0,0,0,0,0,1
560,4,1.25,9.83063294843456,0,0,0,0,0,1,0,0,1
561,4,2.05,10.421280845617712,0,0,1,0,0,1,0,0,1
562,16,1.16,11.558808550535495,0,0,0,1,0,1,0,0,1
563,8,3.4,11.981595204981144,0,0,1,0,0,0,1,0,1
564,8,2.5,10.70777173269934,0,0,1,0,0,0,1,0,1
565,8,1.21,11.352694739066088,0,0,0,1,0,1,0,0,1
566,4,1.93,10.841452101115571,0,0,1,0,0,1,0,0,1
567,8,2.2,10.580858947180335,0,0,1,0,0,1,0,0,1
568,4,2.2,9.816202683605532,0,0,1,0,0,1,0,0,1
569,4,2.02,10.87326596936077,0,0,1,0,0,1,0,0,1
570,8,3.14,11.504424909404817,0,0,0,0,1,0,1,0,1
571,8,1.94,9.93914036985058,0,0,1,0,0,1,0,0,1
572,6,1.95,10.450993742936223,0,0,1,0,0,0,0,0,1
573,8,2.3,10.696986727022775,0,0,1,0,0,1,0,0,1
574,4,2.05,10.50497986449436,0,0,1,0,0,1,0,0,1
575,4,1.4,9.49301392269684,0,0,1,0,0,1,0,0,1
576,16,1.24,11.50657735831005,0,0,0,1,0,1,0,0,1
577,32,4.6,11.862769612046066,1,0,0,0,0,0,1,0,1
578,16,4.14,11.887251546940472,1,0,0,0,0,0,1,0,1
579,8,2.2,10.594313360795072,0,0,1,0,0,0,0,0,0
580,4,1.45,9.93914036985058,0,0,1,0,0,1,0,0,1
581,8,1.9,10.89180021486258,0,0,1,0,0,1,0,0,1
582,4,1.49,10.55342238395318,0,0,1,0,0,1,0,0,1
583,16,1.93,11.313402478637911,0,0,1,0,0,0,1,0,1
584,4,1.26,9.662536382571954,0,1,0,0,0,1,0,0,0
585,16,4.5,11.737306010891048,1,0,0,0,0,0,1,0,1
586,16,3.78,11.2874471903093,1,0,0,0,0,0,1,0,1
587,12,1.4,11.397934727218958,0,0,0,1,0,1,0,0,1
588,12,2.2,10.38737929394203,0,0,1,0,0,1,0,0,1
589,8,2.73,11.454295851800008,1,0,0,0,0,0,1,0,1
590,8,2.2,10.580858947180335,0,0,0,0,0,1,0,0,1
591,12,2.2,10.83096982484206,0,0,1,0,0,0,0,0,1
592,4,1.39,10.37747822295932,0,0,0,0,0,1,0,0,1
593,16,2.5,11.413356147904066,0,0,1,0,0,0,1,0,1
594,4,2.8,10.246549458090431,0,0,1,0,0,1,0,0,0
595,8,2.29,10.104611236292678,0,0,1,0,0,1,0,0,1
596,8,1.37,11.588886005772771,0,0,0,0,0,1,0,0,1
597,8,1.7,11.271296098981416,0,0,1,0,0,1,0,0,1
598,8,1.34,11.396139931642937,0,0,0,0,0,1,0,0,1
599,8,2.06,11.450333208630004,0,0,0,0,1,0,1,0,1
600,8,1.84,11.081347155713406,0,0,1,0,0,1,0,0,1
601,4,2.1,10.480567504600335,0,0,1,0,0,1,0,0,1
602,4,1.6,9.771618776997505,0,0,1,0,0,1,0,0,1
603,16,4.14,11.671319016786894,1,0,0,0,0,0,1,0,1
604,4,2.18,10.11759843181949,0,0,1,0,0,0,0,0,0
605,16,1.8,11.715790550995315,1,0,0,0,0,0,1,0,1
606,8,2.2,11.219074000897615,0,0,1,0,0,1,0,0,1
607,6,2.4,10.310615277730191,0,0,1,0,0,1,0,0,1
608,8,2.0,11.144911042902732,0,0,0,0,0,1,0,0,1
609,4,1.6,9.83063294843456,0,0,1,0,0,1,0,0,1
610,32,2.5,12.472347407870709,0,0,1,0,0,0,1,0,1
611,16,2.59,10.754357300416876,1,0,0,0,0,0,1,0,1
612,4,2.18,10.071160338072124,0,0,1,0,0,1,0,0,0
613,4,2.25,9.858883414720411,0,0,1,0,0,1,0,0,0
614,4,1.93,10.742904151497523,0,0,1,0,0,1,0,0,0
615,8,3.0,11.038609189620306,1,0,0,0,0,0,1,0,1
616,4,2.18,10.319441460358464,0,0,1,0,0,0,0,0,0
617,8,1.84,11.211900368986475,0,0,0,1,0,1,0,0,1
618,16,2.94,11.702152960779438,1,0,0,0,0,0,1,0,1
619,4,1.25,9.91309723131456,0,0,0,0,0,1,0,0,0
620,8,2.31,11.00021005668577,0,0,1,0,0,1,0,0,1
621,8,1.65,11.265171547683302,0,0,1,0,0,1,0,0,1
622,4,2.2,10.629713546415353,0,0,1,0,0,0,0,0,1
623,8,2.2,10.658921971998408,0,0,1,0,0,1,0,0,1
624,4,1.88,10.812893840917726,0,0,1,0,0,1,0,0,1
625,8,2.2,10.776844060703754,0,0,1,0,0,0,1,0,1
626,2,1.4,9.452024578163645,0,0,1,0,0,1,0,0,1
627,4,2.2,10.12402932214978,0,0,1,0,0,1,0,0,0
628,6,1.5,10.435481129939486,0,0,0,0,0,1,0,0,1
629,8,2.0,11.482152806302976,0,0,1,0,0,0,1,0,1
630,16,1.1,11.525170191386666,0,0,0,1,0,1,0,0,1
631,16,2.62,11.274682488942933,1,0,0,0,0,0,1,0,1
632,4,1.8,10.695781181367428,0,0,1,0,0,1,0,0,1
633,4,2.2,10.336863503805128,0,0,1,0,0,0,1,0,1
634,8,2.0,9.964522443121997,0,0,1,0,0,1,0,0,1
635,8,1.99,10.785284424941176,0,0,1,0,0,0,1,0,1
636,8,1.23,11.508719833687696,0,0,0,1,0,1,0,0,1
637,2,1.42,9.49301392269684,0,0,1,0,0,1,0,0,1
638,8,1.37,11.44716312967751,0,0,0,0,0,1,0,0,1
639,16,2.06,11.758368289071829,0,0,1,0,0,0,1,0,1
